trial	copf	ropf	ccc	rcc	eta	csjc	rsjc	eps
322	567.073	0.0170978	570.171	0.0183161	0.371071	565.223	0.00884455	0.00884044
323	567.073	0.0170978	570.184	0.018321	0.370671	565.223	0.00883793	0.00883373
324	567.073	0.0170978	570.197	0.0183242	0.37027	565.223	0.00883131	0.00882703
325	567.073	0.0170978	570.21	0.018329	0.36987	565.224	0.0088247	0.00882032
326	567.073	0.0170978	570.222	0.0183337	0.369469	565.224	0.00881808	0.00881361
327	567.073	0.0170978	570.235	0.0183375	0.369069	565.224	0.00881147	0.00880691
328	567.073	0.0170978	570.248	0.0183413	0.368669	565.224	0.00880486	0.0088002
329	567.073	0.0170978	570.261	0.0183451	0.368268	565.224	0.00879826	0.00879349
330	567.073	0.0170978	570.274	0.0183489	0.367868	565.224	0.00879165	0.00878679
331	567.073	0.0170978	570.287	0.0183527	0.367467	565.224	0.00878505	0.00878008
332	567.073	0.0170978	570.3	0.0183569	0.367067	565.224	0.00877845	0.00877337
333	567.073	0.0170978	570.313	0.018361	0.366667	565.224	0.00877185	0.00876667
334	567.073	0.0170978	570.326	0.0183652	0.366266	565.224	0.00876525	0.00875996
335	567.073	0.0170978	570.339	0.0183694	0.365866	565.225	0.00875866	0.00875325
336	567.073	0.0170978	570.352	0.0183735	0.365465	565.225	0.00875206	0.00874655
337	567.073	0.0170978	570.365	0.0183777	0.365065	565.225	0.00874547	0.00873984
338	567.073	0.0170978	570.378	0.0183819	0.364665	565.225	0.00873888	0.00873313
339	567.073	0.0170978	570.391	0.0183861	0.364264	565.225	0.0087323	0.00872643
340	567.073	0.0170978	570.404	0.0183903	0.363864	565.225	0.00872571	0.00871972
341	567.073	0.0170978	570.417	0.0183945	0.363463	565.225	0.00871913	0.00871301
342	567.073	0.0170978	570.43	0.0183987	0.363063	565.225	0.00871255	0.00870631
343	567.073	0.0170978	570.444	0.0184029	0.362663	565.225	0.00870598	0.0086996
344	567.073	0.0170978	570.457	0.0184064	0.362262	565.225	0.0086994	0.00869289
345	567.073	0.0170978	570.47	0.0184105	0.361862	565.226	0.00869283	0.00868619
346	567.073	0.0170978	570.483	0.0184135	0.361461	565.226	0.00868626	0.00867948
347	567.073	0.0170978	570.497	0.018418	0.361061	565.226	0.00867969	0.00867277
348	567.073	0.0170978	570.51	0.0184225	0.360661	565.226	0.00867313	0.00866607
349	567.073	0.0170978	570.523	0.018427	0.36026	565.226	0.00866656	0.00865936
350	567.073	0.0170978	570.537	0.0184297	0.35986	565.226	0.00866001	0.00865265
351	567.073	0.0170978	570.55	0.0184348	0.359459	565.226	0.00865345	0.00864595
352	567.073	0.0170978	570.563	0.0184399	0.359059	565.226	0.00864689	0.00863924
353	567.073	0.0170978	570.577	0.018445	0.358659	565.226	0.00864034	0.00863253
354	567.073	0.0170978	570.59	0.0184496	0.358258	565.226	0.0086338	0.00862583
355	567.073	0.0170978	570.604	0.0184539	0.357858	565.227	0.00862725	0.00861912
356	567.073	0.0170978	570.617	0.0184582	0.357457	565.227	0.00862071	0.00861241
357	567.073	0.0170978	570.631	0.0184625	0.357057	565.227	0.00861417	0.00860571
358	567.073	0.0170978	570.644	0.0184668	0.356657	565.227	0.00860763	0.008599
359	567.073	0.0170978	570.658	0.0184711	0.356256	565.227	0.0086011	0.00859229
360	567.073	0.0170978	570.671	0.0184754	0.355856	565.227	0.00859457	0.00858559
361	567.073	0.0170978	570.685	0.0184798	0.355455	565.227	0.00858804	0.00857888
362	567.073	0.0170978	570.699	0.0184841	0.355055	565.227	0.00858151	0.00857217
363	567.073	0.0170978	570.712	0.0184884	0.354655	565.227	0.00857499	0.00856547
364	567.073	0.0170978	570.726	0.0184928	0.354254	565.228	0.00856847	0.00855876
365	567.073	0.0170978	570.74	0.018497	0.353854	565.228	0.00856196	0.00855205
366	567.073	0.0170978	570.753	0.018501	0.353453	565.228	0.00855545	0.00854535
367	567.073	0.0170978	570.767	0.018505	0.353053	565.228	0.00854894	0.00853864
368	567.073	0.0170978	570.781	0.018509	0.352653	565.228	0.00854244	0.00853193
369	567.073	0.0170978	570.795	0.018513	0.352252	565.228	0.00853594	0.00852523
370	567.073	0.0170978	570.809	0.0185094	0.351852	565.228	0.00852944	0.00851852
371	567.073	0.0170978	570.823	0.0185058	0.351451	565.228	0.00852294	0.00851181
372	567.073	0.0170978	570.836	0.0185022	0.351051	565.229	0.00851645	0.00850511
373	567.073	0.0170978	570.85	0.0184986	0.350651	565.229	0.00850997	0.0084984
374	567.073	0.0170978	570.864	0.018495	0.35025	565.229	0.00850348	0.00849169
375	567.073	0.0170978	570.878	0.0184914	0.34985	565.229	0.00849701	0.00848498
376	567.073	0.0170978	570.893	0.0184878	0.349449	565.229	0.00849053	0.00847828
377	567.073	0.0170978	570.907	0.0184842	0.349049	565.229	0.00848406	0.00847157
378	567.073	0.0170978	570.921	0.0184806	0.348649	565.229	0.00847759	0.00846486
379	567.073	0.0170978	570.935	0.018477	0.348248	565.229	0.00847113	0.00845816
380	567.073	0.0170978	570.949	0.0184735	0.347848	565.229	0.00846467	0.00845145
381	567.073	0.0170978	570.964	0.0184699	0.347447	565.23	0.00845822	0.00844474
382	567.073	0.0170978	570.978	0.0184663	0.347047	565.23	0.00845176	0.00843804
383	567.073	0.0170978	570.992	0.0184628	0.346647	565.23	0.00844532	0.00843133
384	567.073	0.0170978	571.007	0.0184592	0.346246	565.23	0.00843888	0.00842462
385	567.073	0.0170978	571.021	0.0184557	0.345846	565.23	0.00843244	0.00841792
386	567.073	0.0170978	571.036	0.0184521	0.345445	565.23	0.008426	0.00841121
387	567.073	0.0170978	571.05	0.0184486	0.345045	565.23	0.00841958	0.0084045
388	567.073	0.0170978	571.065	0.018445	0.344645	565.23	0.00841315	0.0083978
389	567.073	0.0170978	571.079	0.0184415	0.344244	565.231	0.00840673	0.00839109
390	567.073	0.0170978	571.094	0.0184379	0.343844	565.231	0.00840032	0.00838438
391	567.073	0.0170978	571.109	0.0184344	0.343443	565.231	0.00839391	0.00837768
392	567.073	0.0170978	571.123	0.0184309	0.343043	565.231	0.0083875	0.00837097
393	567.073	0.0170978	571.138	0.0184273	0.342643	565.231	0.0083811	0.00836426
394	567.073	0.0170978	571.153	0.0184238	0.342242	565.231	0.0083747	0.00835756
395	567.073	0.0170978	571.168	0.0184203	0.341842	565.231	0.00836831	0.00835085
396	567.073	0.0170978	571.183	0.0184168	0.341441	565.231	0.00836193	0.00834414
397	567.073	0.0170978	571.198	0.0184133	0.341041	565.232	0.00835555	0.00833744
398	567.073	0.0170978	571.213	0.0184097	0.340641	565.232	0.00834917	0.00833073
399	567.073	0.0170978	571.228	0.0184062	0.34024	565.232	0.0083428	0.00832402
400	567.073	0.0170978	571.243	0.0184027	0.33984	565.232	0.00833643	0.00831732
401	567.073	0.0170978	571.258	0.0183992	0.339439	565.232	0.00833007	0.00831061
402	567.073	0.0170978	571.273	0.0183957	0.339039	565.232	0.00832372	0.0083039
403	567.073	0.0170978	571.288	0.0183922	0.338639	565.232	0.00831737	0.0082972
404	567.073	0.0170978	571.303	0.0183887	0.338238	565.233	0.00831103	0.00829049
405	567.073	0.0170978	571.319	0.0183852	0.337838	565.233	0.00830469	0.00828378
406	567.073	0.0170978	571.334	0.0183817	0.337437	565.233	0.00829836	0.00827708
407	567.073	0.0170978	571.349	0.0183782	0.337037	565.233	0.00829203	0.00827037
408	567.073	0.0170978	571.365	0.0183748	0.336637	565.233	0.00828571	0.00826366
409	567.073	0.0170978	571.38	0.0183713	0.336236	565.233	0.0082794	0.00825696
410	567.073	0.0170978	571.396	0.0183678	0.335836	565.233	0.00827309	0.00825025
411	567.073	0.0170978	571.411	0.0183643	0.335435	565.233	0.00826679	0.00824354
412	567.073	0.0170978	571.427	0.0183609	0.335035	565.234	0.00826049	0.00823684
413	567.073	0.0170978	571.443	0.0183574	0.334635	565.234	0.0082542	0.00823013
414	567.073	0.0170978	571.458	0.0183539	0.334234	565.234	0.00824792	0.00822342
415	567.073	0.0170978	571.474	0.0183505	0.333834	565.234	0.00824164	0.00821672
416	567.073	0.0170978	571.49	0.018347	0.333433	565.234	0.00823537	0.00821001
417	567.073	0.0170978	571.505	0.0183435	0.333033	565.234	0.0082291	0.0082033
418	567.073	0.0170978	571.521	0.0183401	0.332633	565.234	0.00822285	0.0081966
419	567.073	0.0170978	571.537	0.0183366	0.332232	565.235	0.0082166	0.00818989
420	567.073	0.0170978	571.553	0.0183326	0.331832	565.235	0.00821035	0.00818318
421	567.073	0.0170978	571.569	0.0183291	0.331431	565.235	0.00820411	0.00817648
422	567.073	0.0170978	571.585	0.0183257	0.331031	565.235	0.00819788	0.00816977
423	567.073	0.0170978	571.601	0.0183222	0.330631	565.235	0.00819166	0.00816306
424	567.073	0.0170978	571.617	0.0183187	0.33023	565.235	0.00818544	0.00815636
425	567.073	0.0170978	571.633	0.0183153	0.32983	565.235	0.00817923	0.00814965
426	567.073	0.0170978	571.65	0.0183118	0.329429	565.236	0.00817303	0.00814294
427	567.073	0.0170978	571.666	0.0183084	0.329029	565.236	0.00816683	0.00813624
428	567.073	0.0170978	571.682	0.0183049	0.328629	565.236	0.00816065	0.00812953
429	567.073	0.0170978	571.698	0.0183014	0.328228	565.236	0.00815447	0.00812282
430	567.073	0.0170978	571.715	0.018298	0.327828	565.236	0.00814829	0.00811612
431	567.073	0.0170978	571.731	0.0182945	0.327427	565.236	0.00814213	0.00810941
432	567.073	0.0170978	571.748	0.018291	0.327027	565.236	0.00813597	0.0081027
433	567.073	0.0170978	571.764	0.0182876	0.326627	565.237	0.00812982	0.008096
434	567.073	0.0170978	571.781	0.0182841	0.326226	565.237	0.00812368	0.00808929
435	567.073	0.0170978	571.797	0.0182806	0.325826	565.237	0.00811755	0.00808258
436	567.073	0.0170978	571.814	0.0182772	0.325425	565.237	0.00811142	0.00807588
437	567.073	0.0170978	571.83	0.0182737	0.325025	565.237	0.0081053	0.00806917
438	567.073	0.0170978	571.847	0.0182703	0.324625	565.237	0.00809919	0.00806246
439	567.073	0.0170978	571.864	0.0182668	0.324224	565.237	0.00809309	0.00805576
440	567.073	0.0170978	571.881	0.0182633	0.323824	565.238	0.008087	0.00804905
441	567.073	0.0170978	571.897	0.0182599	0.323423	565.238	0.00808091	0.00804234
442	567.073	0.0170978	571.914	0.0182564	0.323023	565.238	0.00807484	0.00803564
443	567.073	0.0170978	571.931	0.018253	0.322623	565.238	0.00806877	0.00802893
444	567.073	0.0170978	571.948	0.0182495	0.322222	565.238	0.00806271	0.00802222
445	567.073	0.0170978	571.965	0.0182461	0.321822	565.238	0.00805666	0.00801552
446	567.073	0.0170978	571.982	0.0182426	0.321421	565.239	0.00805062	0.00800881
447	567.073	0.0170978	571.999	0.0182391	0.321021	565.239	0.00804459	0.0080021
448	567.073	0.0170978	572.017	0.0182357	0.320621	565.239	0.00803857	0.0079954
449	567.073	0.0170978	572.034	0.0182322	0.32022	565.239	0.00803255	0.00798869
450	567.073	0.0170978	572.051	0.0182288	0.31982	565.239	0.00802655	0.00798198
451	567.073	0.0170978	572.068	0.018227	0.319419	565.239	0.00802056	0.00797528
452	567.073	0.0170978	572.086	0.0182255	0.319019	565.239	0.00801457	0.00796857
453	567.073	0.0170978	572.103	0.0182239	0.318619	565.24	0.00800859	0.00796186
454	567.073	0.0170978	572.121	0.0182224	0.318218	565.24	0.00800263	0.00795516
455	567.073	0.0170978	572.138	0.0182209	0.317818	565.24	0.00799667	0.00794845
456	567.073	0.0170978	572.156	0.0182195	0.317417	565.24	0.00799073	0.00794174
457	567.073	0.0170978	572.173	0.0182173	0.317017	565.24	0.00798479	0.00793504
458	567.073	0.0170978	572.191	0.0182139	0.316617	565.24	0.00797886	0.00792833
459	567.073	0.0170978	572.208	0.0182104	0.316216	565.241	0.00797295	0.00792162
460	567.073	0.0170978	572.226	0.018207	0.315816	565.241	0.00796704	0.00791491
461	567.073	0.0170978	572.244	0.0182036	0.315415	565.241	0.00796114	0.00790821
462	567.073	0.0170978	572.262	0.0182001	0.315015	565.241	0.00795526	0.0079015
463	567.073	0.0170978	572.279	0.0181967	0.314615	565.241	0.00794938	0.00789479
464	567.073	0.0170978	572.297	0.0181933	0.314214	565.241	0.00794352	0.00788809
465	567.073	0.0170978	572.315	0.0181898	0.313814	565.242	0.00793766	0.00788138
466	567.073	0.0170978	572.333	0.0181864	0.313413	565.242	0.00793182	0.00787467
467	567.073	0.0170978	572.351	0.0181829	0.313013	565.242	0.00792599	0.00786797
468	567.073	0.0170978	572.369	0.0181795	0.312613	565.242	0.00792017	0.00786126
469	567.073	0.0170978	572.387	0.0181761	0.312212	565.242	0.00791436	0.00785455
470	567.073	0.0170978	572.406	0.0181726	0.311812	565.242	0.00790856	0.00784785
471	567.073	0.0170978	572.424	0.0181692	0.311411	565.243	0.00790277	0.00784114
472	567.073	0.0170978	572.442	0.0181657	0.311011	565.243	0.00789699	0.00783443
473	567.073	0.0170978	572.46	0.0181623	0.310611	565.243	0.00789123	0.00782773
474	567.073	0.0170978	572.479	0.0181588	0.31021	565.243	0.00788547	0.00782102
475	567.073	0.0170978	572.497	0.0181554	0.30981	565.243	0.00787973	0.00781431
476	567.073	0.0170978	572.515	0.0181519	0.309409	565.243	0.007874	0.00780761
477	567.073	0.0170978	572.534	0.0181485	0.309009	565.244	0.00786828	0.0078009
478	567.073	0.0170978	572.553	0.018145	0.308609	565.244	0.00786258	0.00779419
479	567.073	0.0170978	572.571	0.0181416	0.308208	565.244	0.00785688	0.00778749
480	567.073	0.0170978	572.59	0.0181381	0.307808	565.244	0.0078512	0.00778078
481	567.073	0.0170978	572.608	0.0181347	0.307407	565.244	0.00784553	0.00777407
482	567.073	0.0170978	572.627	0.0181312	0.307007	565.244	0.00783987	0.00776737
483	567.073	0.0170978	572.646	0.0181277	0.306607	565.245	0.00783423	0.00776066
484	567.073	0.0170978	572.665	0.0181243	0.306206	565.245	0.0078286	0.00775395
485	567.073	0.0170978	572.684	0.0181208	0.305806	565.245	0.00782298	0.00774725
486	567.073	0.0170978	572.703	0.0181174	0.305405	565.245	0.00781737	0.00774054
487	567.073	0.0170978	572.722	0.0181139	0.305005	565.245	0.00781178	0.00773383
488	567.073	0.0170978	572.741	0.0181104	0.304605	565.245	0.0078062	0.00772713
489	567.073	0.0170978	572.76	0.018107	0.304204	565.246	0.00780063	0.00772042
490	567.073	0.0170978	572.779	0.0181035	0.303804	565.246	0.00779507	0.00771371
491	567.073	0.0170978	572.798	0.0181	0.303403	565.246	0.00778953	0.00770701
492	567.073	0.0170978	572.817	0.0180966	0.303003	565.246	0.007784	0.0077003
493	567.073	0.0170978	572.836	0.0180931	0.302603	565.246	0.00777849	0.00769359
494	567.073	0.0170978	572.856	0.0180896	0.302202	565.246	0.00777299	0.00768689
495	567.073	0.0170978	572.875	0.0180862	0.301802	565.247	0.0077675	0.00768018
496	567.073	0.0170978	572.895	0.0180827	0.301401	565.247	0.00776202	0.00767347
497	567.073	0.0170978	572.914	0.0180792	0.301001	565.247	0.00775656	0.00766677
498	567.073	0.0170978	572.934	0.0180757	0.300601	565.247	0.00775112	0.00766006
499	567.073	0.0170978	572.953	0.0180722	0.3002	565.247	0.00774569	0.00765335
500	567.073	0.0170978	572.973	0.0180688	0.2998	565.248	0.00774027	0.00764665
501	567.073	0.0170978	572.992	0.0180653	0.299399	565.248	0.00773486	0.00763994
502	567.073	0.0170978	573.012	0.0180619	0.298999	565.248	0.00772948	0.00763323
503	567.073	0.0170978	573.032	0.0180584	0.298599	565.248	0.0077241	0.00762653
504	567.073	0.0170978	573.052	0.018055	0.298198	565.248	0.00771874	0.00761982
505	567.073	0.0170978	573.072	0.0180515	0.297798	565.25	0.00764588	0.00761311
506	567.073	0.0170978	573.091	0.0180481	0.297397	565.25	0.00763968	0.00760641
507	567.073	0.0170978	573.111	0.0180446	0.296997	565.25	0.00763349	0.0075997
508	567.073	0.0170978	573.131	0.0180411	0.296597	565.25	0.0076273	0.00759299
509	567.073	0.0170978	573.152	0.0180377	0.296196	565.25	0.00762113	0.00758629
510	567.073	0.0170978	573.172	0.0180342	0.295796	565.251	0.00761496	0.00757958
511	567.073	0.0170978	573.192	0.0180307	0.295395	565.251	0.0076088	0.00757287
512	567.073	0.0170978	573.212	0.0180273	0.294995	565.251	0.00760266	0.00756617
513	567.073	0.0170978	573.232	0.0180238	0.294595	565.251	0.00759652	0.00755946
514	567.073	0.0170978	573.253	0.0180203	0.294194	565.251	0.00759039	0.00755275
515	567.073	0.0170978	573.273	0.0180168	0.293794	565.252	0.00758427	0.00754605
516	567.073	0.0170978	573.293	0.0180133	0.293393	565.252	0.00757817	0.00753934
517	567.073	0.0170978	573.314	0.0180099	0.292993	565.252	0.00757207	0.00753263
518	567.073	0.0170978	573.334	0.0180064	0.292593	565.252	0.00756598	0.00752593
519	567.073	0.0170978	573.355	0.0180027	0.292192	565.252	0.00755991	0.00751922
520	567.073	0.0170978	573.376	0.0179991	0.291792	565.253	0.00755384	0.00751251
521	567.073	0.0170978	573.396	0.0179955	0.291391	565.253	0.00754779	0.00750581
522	567.073	0.0170978	573.417	0.0179918	0.290991	565.253	0.00754175	0.0074991
523	567.073	0.0170978	573.438	0.0179881	0.290591	565.253	0.00753573	0.00749239
524	567.073	0.0170978	573.459	0.0179844	0.29019	565.253	0.00752971	0.00748569
525	567.073	0.0170978	573.48	0.0179808	0.28979	565.254	0.00752371	0.00747898
526	567.073	0.0170978	573.501	0.0179771	0.289389	565.254	0.00751773	0.00747227
527	567.073	0.0170978	573.522	0.0179734	0.288989	565.254	0.00751175	0.00746557
528	567.073	0.0170978	573.543	0.0179697	0.288589	565.254	0.0075058	0.00745886
529	567.073	0.0170978	573.564	0.017966	0.288188	565.255	0.00749985	0.00745215
530	567.073	0.0170978	573.585	0.0179623	0.287788	565.255	0.00749392	0.00744545
531	567.073	0.0170978	573.606	0.0179587	0.287387	565.255	0.00748801	0.00743874
532	567.073	0.0170978	573.627	0.017955	0.286987	565.255	0.00748211	0.00743203
533	567.073	0.0170978	573.649	0.0179513	0.286587	565.255	0.00747623	0.00742533
534	567.073	0.0170978	573.67	0.0179476	0.286186	565.256	0.00747037	0.00741862
535	567.073	0.0170978	573.692	0.0179438	0.285786	565.256	0.00746452	0.00741191
536	567.073	0.0170978	573.713	0.0179401	0.285385	565.256	0.00745869	0.00740521
537	567.073	0.0170978	573.735	0.0179363	0.284985	565.256	0.00745288	0.0073985
538	567.073	0.0170978	573.756	0.0179326	0.284585	565.256	0.00744709	0.00739179
539	567.073	0.0170978	573.778	0.0179288	0.284184	565.257	0.00744132	0.00738509
540	567.073	0.0170978	573.8	0.017925	0.283784	565.257	0.00743556	0.00737838
541	567.073	0.0170978	573.821	0.0179212	0.283383	565.257	0.00742983	0.00737167
542	567.073	0.0170978	573.843	0.0179174	0.282983	565.257	0.00742412	0.00736496
543	567.073	0.0170978	573.865	0.0179136	0.282583	565.258	0.00741843	0.00735826
544	567.073	0.0170978	573.887	0.0179098	0.282182	565.258	0.00741276	0.00735155
545	567.073	0.0170978	573.909	0.017906	0.281782	565.258	0.00740712	0.00734484
546	567.073	0.0170978	573.931	0.0179022	0.281381	565.258	0.0074015	0.00733814
547	567.073	0.0170978	573.953	0.0178984	0.280981	565.259	0.00739591	0.00733143
548	567.073	0.0170978	573.975	0.0178945	0.280581	565.259	0.00739034	0.00732472
549	567.073	0.0170978	573.997	0.0178909	0.28018	565.259	0.00738479	0.00731802
550	567.073	0.0170978	574.02	0.0178874	0.27978	565.259	0.00737927	0.00731131
551	567.073	0.0170978	574.042	0.0178841	0.279379	565.259	0.00737378	0.0073046
552	567.073	0.0170978	574.064	0.0178805	0.278979	565.26	0.00736832	0.0072979
553	567.073	0.0170978	574.087	0.0178773	0.278579	565.26	0.00736289	0.00729119
554	567.073	0.0170978	574.109	0.0178734	0.278178	565.26	0.00735749	0.00728448
555	567.073	0.0170978	574.132	0.0178691	0.277778	565.26	0.00735211	0.00727778
556	567.073	0.0170978	574.154	0.0178648	0.277377	565.261	0.00734677	0.00727107
557	567.073	0.0170978	574.177	0.0178605	0.276977	565.261	0.00734147	0.00726436
558	567.073	0.0170978	574.2	0.0178561	0.276577	565.261	0.00733619	0.00725766
559	567.073	0.0170978	574.223	0.0178518	0.276176	565.261	0.00733095	0.00725095
560	567.073	0.0170978	574.245	0.0178475	0.275776	565.262	0.00732575	0.00724424
561	567.073	0.0170978	574.268	0.0178431	0.275375	565.262	0.00732058	0.00723754
562	567.073	0.0170978	574.291	0.0178388	0.274975	565.262	0.00731545	0.00723083
563	567.073	0.0170978	574.314	0.0178345	0.274575	565.262	0.00731036	0.00722412
564	567.073	0.0170978	574.337	0.0178301	0.274174	565.263	0.00730531	0.00721742
565	567.073	0.0170978	574.361	0.0178258	0.273774	565.263	0.0073003	0.00721071
566	567.073	0.0170978	574.384	0.0178214	0.273373	565.263	0.00729533	0.007204
567	567.073	0.0170978	574.407	0.0178171	0.272973	565.263	0.0072904	0.0071973
568	567.073	0.0170978	574.43	0.0178127	0.272573	565.264	0.00728552	0.00719059
569	567.073	0.0170978	574.454	0.0178084	0.272172	565.264	0.00728068	0.00718388
570	567.073	0.0170978	574.477	0.017804	0.271772	565.264	0.0072759	0.00717718
571	567.073	0.0170978	574.501	0.0177996	0.271371	565.267	0.00719763	0.00717047
572	567.073	0.0170978	574.524	0.0177953	0.270971	565.268	0.00719156	0.00716376
573	567.073	0.0170978	574.548	0.0177909	0.270571	565.268	0.00718552	0.00715706
574	567.073	0.0170978	574.571	0.0177865	0.27017	565.268	0.0071795	0.00715035
575	567.073	0.0170978	574.595	0.0177822	0.26977	565.269	0.0071735	0.00714364
576	567.073	0.0170978	574.619	0.0177778	0.269369	565.269	0.00716752	0.00713694
577	567.073	0.0170978	574.643	0.0177734	0.268969	565.269	0.00716157	0.00713023
578	567.073	0.0170978	574.667	0.017769	0.268569	565.27	0.00715564	0.00712352
579	567.073	0.0170978	574.691	0.0177646	0.268168	565.27	0.00714974	0.00711682
580	567.073	0.0170978	574.715	0.0177602	0.267768	565.27	0.00714386	0.00711011
581	567.073	0.0170978	574.739	0.0177558	0.267367	565.271	0.00713801	0.0071034
582	567.073	0.0170978	574.763	0.0177514	0.266967	565.271	0.00713219	0.0070967
583	567.073	0.0170978	574.787	0.017747	0.266567	565.271	0.00712639	0.00708999
584	567.073	0.0170978	574.812	0.0177426	0.266166	565.272	0.00712063	0.00708328
585	567.073	0.0170978	574.836	0.0177382	0.265766	565.272	0.0071149	0.00707658
586	567.073	0.0170978	574.86	0.0177338	0.265365	565.273	0.0071092	0.00706987
587	567.073	0.0170978	574.885	0.0177294	0.264965	565.273	0.00710354	0.00706316
588	567.073	0.0170978	574.909	0.017725	0.264565	565.273	0.0070979	0.00705646
589	567.073	0.0170978	574.934	0.0177205	0.264164	565.274	0.00709231	0.00704975
590	567.073	0.0170978	574.959	0.0177161	0.263764	565.274	0.00708675	0.00704304
591	567.073	0.0170978	574.983	0.0177117	0.263363	565.274	0.00708122	0.00703634
592	567.073	0.0170978	575.008	0.0177072	0.262963	565.275	0.00707574	0.00702963
593	567.073	0.0170978	575.033	0.0177028	0.262563	565.275	0.0070703	0.00702292
594	567.073	0.0170978	575.058	0.0176984	0.262162	565.276	0.0070649	0.00701622
595	567.073	0.0170978	575.083	0.0176939	0.261762	565.276	0.00705954	0.00700951
596	567.073	0.0170978	575.108	0.0176895	0.261361	565.276	0.00705422	0.0070028
597	567.073	0.0170978	575.133	0.017685	0.260961	565.277	0.00704896	0.0069961
598	567.073	0.0170978	575.158	0.0176807	0.260561	565.277	0.00704374	0.00698939
599	567.073	0.0170978	575.184	0.0176773	0.26016	565.278	0.00703856	0.00698268
600	567.073	0.0170978	575.209	0.0176738	0.25976	565.278	0.00703344	0.00697598
601	567.073	0.0170978	575.234	0.0176704	0.259359	565.279	0.00702837	0.00696927
602	567.073	0.0170978	575.26	0.0176669	0.258959	565.279	0.00702335	0.00696256
603	567.073	0.0170978	575.285	0.0176615	0.258559	565.279	0.00701839	0.00695586
604	567.073	0.0170978	575.311	0.017657	0.258158	565.28	0.00701348	0.00694915
605	567.073	0.0170978	575.336	0.0176526	0.257758	565.28	0.00700864	0.00694244
606	567.073	0.0170978	575.362	0.0176481	0.257357	565.281	0.00700385	0.00693574
607	567.073	0.0170978	575.388	0.0176436	0.256957	565.281	0.00699913	0.00692903
608	567.073	0.0170978	575.414	0.0176391	0.256557	565.282	0.00699447	0.00692232
609	567.073	0.0170978	575.44	0.0176346	0.256156	565.282	0.00698987	0.00691562
610	567.073	0.0170978	575.466	0.0176301	0.255756	565.283	0.00698534	0.00690891
611	567.073	0.0170978	575.492	0.0176256	0.255355	565.283	0.00698085	0.0069022
612	567.073	0.0170978	575.518	0.0176211	0.254955	565.284	0.0069764	0.0068955
613	567.073	0.0170978	575.544	0.0176166	0.254555	565.284	0.00697203	0.00688879
614	567.073	0.0170978	575.57	0.0176121	0.254154	565.285	0.00696773	0.00688208
615	567.073	0.0170978	575.596	0.0176086	0.253754	565.285	0.00696351	0.00687538
616	567.073	0.0170978	575.623	0.0176051	0.253353	565.286	0.00695938	0.00686867
617	567.073	0.0170978	575.649	0.0176017	0.252953	565.286	0.00695533	0.00686196
618	567.073	0.0170978	575.676	0.0175895	0.252553	565.287	0.00695137	0.00685526
619	567.073	0.0170978	575.702	0.0175864	0.252152	565.288	0.0069475	0.00684855
620	567.073	0.0170978	575.729	0.0175833	0.251752	565.304	0.00687403	0.00684184
621	567.073	0.0170978	575.756	0.0175802	0.251351	565.306	0.00686868	0.00683514
622	567.073	0.0170978	575.783	0.0175771	0.250951	565.307	0.00686315	0.00682843
623	567.073	0.0170978	575.809	0.017574	0.250551	565.309	0.00685761	0.00682172
624	567.073	0.0170978	575.836	0.0175709	0.25015	565.312	0.00685155	0.00681502
625	567.073	0.0170978	575.863	0.0175683	0.24975	565.314	0.00684526	0.00680831
626	567.073	0.0170978	575.89	0.017566	0.249349	565.316	0.0068414	0.0068016
627	567.073	0.0170978	575.918	0.0175637	0.248949	565.318	0.00683835	0.00679489
628	567.073	0.0170978	575.945	0.0175601	0.248549	565.32	0.00683331	0.00678819
629	567.073	0.0170978	575.972	0.0175556	0.248148	565.322	0.00682618	0.00678148
630	567.073	0.0170978	575.999	0.017551	0.247748	565.325	0.00681902	0.00677477
631	567.073	0.0170978	576.027	0.0175465	0.247347	565.327	0.00681179	0.00676807
632	567.073	0.0170978	576.054	0.0175419	0.246947	565.329	0.00680524	0.00676136
633	567.073	0.0170978	576.082	0.0175374	0.246547	565.332	0.00679927	0.00675465
634	567.073	0.0170978	576.11	0.0175328	0.246146	565.334	0.00679335	0.00674795
635	567.073	0.0170978	576.137	0.0175283	0.245746	565.337	0.00678669	0.00674124
636	567.073	0.0170978	576.165	0.0175237	0.245345	565.339	0.00678071	0.00673453
637	567.073	0.0170978	576.192	0.0175192	0.244945	565.342	0.00677478	0.00672783
638	567.073	0.0170978	576.22	0.0175146	0.244545	565.345	0.00676828	0.00672112
639	567.073	0.0170978	576.248	0.01751	0.244144	565.348	0.0067622	0.00671441
640	567.073	0.0170978	576.276	0.0175054	0.243744	565.351	0.00675601	0.00670771
641	567.073	0.0170978	576.305	0.0175008	0.243343	565.355	0.00674856	0.006701
642	567.073	0.0170978	576.333	0.0174962	0.242943	565.359	0.00674262	0.00669429
643	567.073	0.0170978	576.361	0.0174916	0.242543	565.362	0.00673704	0.00668759
644	567.073	0.0170978	576.389	0.017487	0.242142	565.367	0.00672943	0.00668088
645	567.073	0.0170978	576.418	0.0174824	0.241742	565.371	0.00672176	0.00667417
646	567.073	0.0170978	576.446	0.0174778	0.241341	565.376	0.0067142	0.00666747
