trial	copf	ropf	ccc	rcc	eta	csjc	rsjc	eps
647	567.073	0.0170978	576.475	0.0174732	0.240941	565.382	0.00670683	0.00666076
648	567.073	0.0170978	576.504	0.0174686	0.240541	565.388	0.0066998	0.00665405
649	567.073	0.0170978	576.532	0.017464	0.24014	565.393	0.00669369	0.00664735
650	567.073	0.0170978	576.561	0.0174594	0.23974	565.399	0.00668258	0.00664064
651	567.073	0.0170978	576.59	0.0174547	0.239339	565.405	0.00667665	0.00663393
652	567.073	0.0170978	576.619	0.0174501	0.238939	565.41	0.00667213	0.00662723
653	567.073	0.0170978	576.648	0.0174455	0.238539	565.416	0.00666638	0.00662052
654	567.073	0.0170978	576.677	0.0174411	0.238138	565.422	0.00666097	0.00661381
655	567.073	0.0170978	576.706	0.0174368	0.237738	565.429	0.00665417	0.00660711
656	567.073	0.0170978	576.736	0.0174326	0.237337	565.435	0.00664695	0.0066004
657	567.073	0.0170978	576.765	0.0174283	0.236937	565.441	0.00664125	0.00659369
658	567.073	0.0170978	576.794	0.0174241	0.236537	565.447	0.00663574	0.00658699
659	567.073	0.0170978	576.824	0.0174199	0.236136	565.453	0.00663043	0.00658028
660	567.073	0.0170978	576.853	0.0174156	0.235736	565.46	0.00662537	0.00657357
661	567.073	0.0170978	576.883	0.0174114	0.235335	565.467	0.00662058	0.00656687
662	567.073	0.0170978	576.913	0.0174071	0.234935	565.474	0.00661609	0.00656016
663	567.073	0.0170978	576.943	0.0174029	0.234535	565.481	0.00661194	0.00655345
664	567.073	0.0170978	576.973	0.0173987	0.234134	565.489	0.00660781	0.00654675
665	567.073	0.0170978	577.003	0.0173945	0.233734	565.497	0.0066035	0.00654004
666	567.073	0.0170978	577.033	0.0173902	0.233333	565.504	0.00660102	0.00653333
667	567.073	0.0170978	577.063	0.017386	0.232933	565.513	0.00659579	0.00652663
668	567.073	0.0170978	577.093	0.0173818	0.232533	565.522	0.00659221	0.00651992
669	567.073	0.0170978	577.123	0.0173775	0.232132	565.532	0.00658819	0.00651321
670	567.073	0.0170978	577.154	0.0173733	0.231732	565.541	0.0065843	0.00650651
671	567.073	0.0170978	577.184	0.0173691	0.231331	565.551	0.00658093	0.0064998
672	567.073	0.0170978	577.215	0.0173649	0.230931	565.561	0.00657806	0.00649309
673	567.073	0.0170978	577.245	0.0173607	0.230531	565.571	0.00657518	0.00648639
674	567.073	0.0170978	577.276	0.0173565	0.23013	565.581	0.0065715	0.00647968
675	567.073	0.0170978	577.307	0.0173522	0.22973	565.592	0.00656761	0.00647297
676	567.073	0.0170978	577.337	0.017348	0.229329	565.603	0.00656391	0.00646627
677	567.073	0.0170978	577.368	0.0173438	0.228929	565.7	0.00649171	0.00645956
678	567.073	0.0170978	577.399	0.0173396	0.228529	565.714	0.00648603	0.00645285
679	567.073	0.0170978	577.43	0.0173354	0.228128	565.729	0.00648031	0.00644615
680	567.073	0.0170978	577.462	0.0173296	0.227728	565.745	0.00647457	0.00643944
681	567.073	0.0170978	577.493	0.0173232	0.227327	565.761	0.00646879	0.00643273
682	567.073	0.0170978	577.524	0.0173137	0.226927	565.779	0.00646231	0.00642603
683	567.073	0.0170978	577.556	0.0173097	0.226527	565.795	0.00645703	0.00641932
684	567.073	0.0170978	577.587	0.0173058	0.226126	565.812	0.00645048	0.00641261
685	567.073	0.0170978	577.619	0.0173018	0.225726	565.83	0.00644439	0.00640591
686	567.073	0.0170978	577.65	0.0172979	0.225325	565.848	0.00643825	0.0063992
687	567.073	0.0170978	577.682	0.0172939	0.224925	565.867	0.0064314	0.00639249
688	567.073	0.0170978	577.714	0.0172899	0.224525	565.886	0.00642448	0.00638579
689	567.073	0.0170978	577.746	0.017286	0.224124	565.906	0.00641736	0.00637908
690	567.073	0.0170978	577.778	0.017282	0.223724	565.927	0.00641025	0.00637237
691	567.073	0.0170978	577.81	0.0172784	0.223323	565.947	0.00640472	0.00636567
692	567.073	0.0170978	577.842	0.0172753	0.222923	565.968	0.00639697	0.00635896
693	567.073	0.0170978	577.875	0.0172722	0.222523	565.99	0.00638982	0.00635225
694	567.073	0.0170978	577.907	0.0172693	0.222122	566.011	0.00638354	0.00634555
695	567.073	0.0170978	577.939	0.0172668	0.221722	566.033	0.00637692	0.00633884
696	567.073	0.0170978	577.972	0.017259	0.221321	566.055	0.00637026	0.00633213
697	567.073	0.0170978	578.005	0.0172553	0.220921	566.077	0.00636361	0.00632543
698	567.073	0.0170978	578.037	0.0172516	0.220521	566.1	0.00635696	0.00631872
699	567.073	0.0170978	578.07	0.017248	0.22012	566.124	0.00635031	0.00631201
700	567.073	0.0170978	578.103	0.0172435	0.21972	566.147	0.00634367	0.00630531
701	567.073	0.0170978	578.136	0.0172387	0.219319	566.172	0.00633701	0.0062986
702	567.073	0.0170978	578.169	0.0172339	0.218919	566.197	0.00633035	0.00629189
703	567.073	0.0170978	578.202	0.017229	0.218519	566.222	0.00632369	0.00628519
704	567.073	0.0170978	578.235	0.0172242	0.218118	566.248	0.00631703	0.00627848
705	567.073	0.0170978	578.269	0.0172194	0.217718	566.276	0.0063096	0.00627177
706	567.073	0.0170978	578.302	0.0172145	0.217317	566.302	0.00630289	0.00626507
707	567.073	0.0170978	578.336	0.0172097	0.216917	566.329	0.00629601	0.00625836
708	567.073	0.0170978	578.369	0.0172048	0.216517	566.357	0.00629017	0.00625165
709	567.073	0.0170978	578.403	0.0171999	0.216116	566.385	0.00628245	0.00624494
710	567.073	0.0170978	578.437	0.0171951	0.215716	566.413	0.00627566	0.00623824
711	567.073	0.0170978	578.471	0.0171902	0.215315	566.44	0.00626992	0.00623153
712	567.073	0.0170978	578.505	0.0171853	0.214915	566.468	0.00626306	0.00622482
713	567.073	0.0170978	578.539	0.0171805	0.214515	566.496	0.00625652	0.00621812
714	567.073	0.0170978	578.573	0.0171756	0.214114	566.525	0.00624984	0.00621141
715	567.073	0.0170978	578.607	0.0171707	0.213714	566.555	0.00624316	0.0062047
716	567.073	0.0170978	578.641	0.0171658	0.213313	566.584	0.00623648	0.006198
717	567.073	0.0170978	578.676	0.0171609	0.212913	566.615	0.0062298	0.00619129
718	567.073	0.0170978	578.71	0.017156	0.212513	566.645	0.00622312	0.00618458
719	567.073	0.0170978	578.745	0.0171511	0.212112	566.676	0.00621644	0.00617788
720	567.073	0.0170978	578.78	0.0171461	0.211712	566.708	0.00620976	0.00617117
721	567.073	0.0170978	578.815	0.0171412	0.211311	566.74	0.00620307	0.00616446
722	567.073	0.0170978	578.849	0.0171363	0.210911	566.772	0.0061964	0.00615776
723	567.073	0.0170978	578.884	0.0171314	0.210511	566.805	0.00618972	0.00615105
724	567.073	0.0170978	578.92	0.0171264	0.21011	566.838	0.00618304	0.00614434
725	567.073	0.0170978	578.955	0.0171215	0.20971	566.872	0.00617636	0.00613764
726	567.073	0.0170978	578.99	0.0171165	0.209309	566.906	0.00616967	0.00613093
727	567.073	0.0170978	579.025	0.0171116	0.208909	566.941	0.00616299	0.00612422
728	567.073	0.0170978	579.061	0.0171066	0.208509	566.976	0.0061563	0.00611752
729	567.073	0.0170978	579.096	0.0171016	0.208108	567.012	0.00614961	0.00611081
730	567.073	0.0170978	579.132	0.0170967	0.207708	567.048	0.00614292	0.0061041
731	567.073	0.0170978	579.168	0.0170917	0.207307	567.084	0.00613622	0.0060974
732	567.073	0.0170978	579.204	0.0170867	0.206907	567.121	0.00612952	0.00609069
733	567.073	0.0170978	579.24	0.0170817	0.206507	567.159	0.00612282	0.00608398
734	567.073	0.0170978	579.276	0.0170767	0.206106	567.196	0.00611611	0.00607728
735	567.073	0.0170978	579.312	0.0170717	0.205706	567.235	0.0061094	0.00607057
736	567.073	0.0170978	579.348	0.0170667	0.205305	567.274	0.00610268	0.00606386
737	567.073	0.0170978	579.385	0.0170617	0.204905	567.313	0.00609596	0.00605716
738	567.073	0.0170978	579.421	0.0170567	0.204505	567.352	0.00608923	0.00605045
739	567.073	0.0170978	579.458	0.0170517	0.204104	567.392	0.0060825	0.00604374
740	567.073	0.0170978	579.494	0.0170466	0.203704	567.433	0.00607575	0.00603704
741	567.073	0.0170978	579.531	0.0170416	0.203303	567.474	0.00606901	0.00603033
742	567.073	0.0170978	579.568	0.0170366	0.202903	567.515	0.00606225	0.00602362
743	567.073	0.0170978	579.605	0.0170315	0.202503	567.557	0.00605549	0.00601692
744	567.073	0.0170978	579.642	0.0170265	0.202102	567.6	0.00604872	0.00601021
745	567.073	0.0170978	579.679	0.0170214	0.201702	567.643	0.00604195	0.0060035
746	567.073	0.0170978	579.717	0.0170164	0.201301	567.686	0.00603513	0.0059968
747	567.073	0.0170978	579.754	0.0170113	0.200901	567.729	0.0060283	0.00599009
748	567.073	0.0170978	579.792	0.0170062	0.200501	567.773	0.00602146	0.00598338
749	567.073	0.0170978	579.829	0.0170011	0.2001	567.818	0.00601457	0.00597668
750	567.073	0.0170978	579.867	0.016996	0.1997	567.863	0.00600765	0.00596997
751	567.073	0.0170978	579.905	0.0169909	0.199299	567.909	0.00600002	0.00596326
752	567.073	0.0170978	579.943	0.0169858	0.198899	567.956	0.00599074	0.00595656
753	567.073	0.0170978	579.981	0.0169807	0.198498	568.007	0.0059808	0.00594985
754	567.073	0.0170978	580.019	0.0169756	0.198098	568.07	0.00598104	0.00594314
755	567.073	0.0170978	580.057	0.0169705	0.197698	568.114	0.00597591	0.00593644
756	567.073	0.0170978	580.096	0.0169654	0.197297	567.762	0.00602947	0.00592973
757	567.073	0.0170978	580.134	0.0169603	0.196897	567.821	0.00600997	0.00592302
758	567.073	0.0170978	580.173	0.0169551	0.196496	567.859	0.00600609	0.00591632
759	567.073	0.0170978	580.211	0.01695	0.196096	567.949	0.00599172	0.00590961
760	567.073	0.0170978	580.25	0.0169448	0.195696	568.09	0.00597531	0.0059029
761	567.073	0.0170978	580.289	0.0169397	0.195295	568.251	0.00594298	0.0058962
762	567.073	0.0170978	580.328	0.0169345	0.194895	568.302	0.00593704	0.00588949
763	567.073	0.0170978	580.367	0.0169293	0.194494	568.354	0.0059303	0.00588278
764	567.073	0.0170978	580.407	0.0169242	0.194094	568.408	0.00592357	0.00587608
765	567.073	0.0170978	580.446	0.016919	0.193694	568.464	0.00591688	0.00586937
766	567.073	0.0170978	580.485	0.0169138	0.193293	568.523	0.00591026	0.00586266
767	567.073	0.0170978	580.525	0.0169086	0.192893	568.584	0.00590327	0.00585596
768	567.073	0.0170978	580.565	0.0169034	0.192492	568.648	0.00589607	0.00584925
769	567.073	0.0170978	580.605	0.0168982	0.192092	568.714	0.00588879	0.00584254
770	567.073	0.0170978	580.644	0.016893	0.191692	568.784	0.0058814	0.00583584
771	567.073	0.0170978	580.684	0.0168878	0.191291	568.858	0.00587382	0.00582913
772	567.073	0.0170978	580.725	0.0168825	0.190891	568.938	0.0058466	0.00582242
773	567.073	0.0170978	580.765	0.0168773	0.19049	568.678	0.00590402	0.00581572
774	567.073	0.0170978	580.805	0.0168721	0.19009	568.731	0.00589711	0.00580901
775	567.073	0.0170978	580.846	0.0168668	0.18969	568.784	0.0058901	0.0058023
776	567.073	0.0170978	580.886	0.0168616	0.189289	568.84	0.0058829	0.0057956
777	567.073	0.0170978	580.927	0.0168563	0.188889	568.897	0.00587539	0.00578889
778	567.073	0.0170978	580.968	0.0168511	0.188488	568.956	0.0058674	0.00578218
779	567.073	0.0170978	581.009	0.0168458	0.188088	569.016	0.00585875	0.00577548
780	567.073	0.0170978	581.05	0.0168405	0.187688	569.084	0.00584755	0.00576877
781	567.073	0.0170978	581.091	0.0168352	0.187287	569.152	0.00583581	0.00576206
782	567.073	0.0170978	581.133	0.0168299	0.186887	569.219	0.00582373	0.00575536
783	567.073	0.0170978	581.174	0.0168246	0.186486	569.285	0.00581247	0.00574865
784	567.073	0.0170978	581.216	0.0168193	0.186086	569.347	0.00580342	0.00574194
785	567.073	0.0170978	581.257	0.016814	0.185686	569.402	0.00579736	0.00573524
786	567.073	0.0170978	581.299	0.0168087	0.185285	569.452	0.00579341	0.00572853
787	567.073	0.0170978	581.341	0.0168034	0.184885	569.501	0.00578912	0.00572182
788	567.073	0.0170978	581.383	0.016798	0.184484	569.552	0.00578491	0.00571512
789	567.073	0.0170978	581.425	0.0167927	0.184084	569.604	0.00578074	0.00570841
790	567.073	0.0170978	581.468	0.0167873	0.183684	569.664	0.00577583	0.0057017
791	567.073	0.0170978	581.51	0.016782	0.183283	569.722	0.005769	0.00569499
792	567.073	0.0170978	581.553	0.0167766	0.182883	569.786	0.00576105	0.00568829
793	567.073	0.0170978	581.596	0.0167712	0.182482	569.854	0.00575263	0.00568158
794	567.073	0.0170978	581.638	0.0167659	0.182082	569.924	0.00574437	0.00567487
795	567.073	0.0170978	581.681	0.0167605	0.181682	569.994	0.00573605	0.00566817
796	567.073	0.0170978	581.724	0.0167551	0.181281	570.058	0.00572955	0.00566146
797	567.073	0.0170978	581.768	0.0167497	0.180881	570.124	0.00572185	0.00565475
798	567.073	0.0170978	581.811	0.0167443	0.18048	570.242	0.00570824	0.00564805
799	567.073	0.0170978	581.854	0.0167389	0.18008	570.304	0.00570092	0.00564134
800	567.073	0.0170978	581.898	0.0167334	0.17968	570.367	0.00569369	0.00563463
801	567.073	0.0170978	581.942	0.016728	0.179279	570.429	0.00568672	0.00562793
802	567.073	0.0170978	581.986	0.0167226	0.178879	570.487	0.00568022	0.00562122
803	567.073	0.0170978	582.029	0.0167171	0.178478	570.543	0.00567409	0.00561451
804	567.073	0.0170978	582.074	0.0167117	0.178078	570.598	0.00566818	0.00560781
805	567.073	0.0170978	582.118	0.0167062	0.177678	570.653	0.00566241	0.0056011
806	567.073	0.0170978	582.162	0.0167008	0.177277	570.709	0.00565669	0.00559439
807	567.073	0.0170978	582.207	0.0166953	0.176877	570.767	0.00565096	0.00558769
808	567.073	0.0170978	582.251	0.0166898	0.176476	570.827	0.00564516	0.00558098
809	567.073	0.0170978	582.296	0.0166843	0.176076	570.888	0.00563927	0.00557427
810	567.073	0.0170978	582.341	0.0166788	0.175676	570.952	0.00563327	0.00556757
811	567.073	0.0170978	582.386	0.0166733	0.175275	571.018	0.00562715	0.00556086
812	567.073	0.0170978	582.431	0.0166678	0.174875	571.086	0.00562091	0.00555415
813	567.073	0.0170978	582.477	0.0166623	0.174474	571.156	0.00561456	0.00554745
814	567.073	0.0170978	582.522	0.0166567	0.174074	571.228	0.00560811	0.00554074
815	567.073	0.0170978	582.568	0.0166512	0.173674	571.301	0.00560158	0.00553403
816	567.073	0.0170978	582.613	0.0166457	0.173273	571.375	0.00559046	0.00552733
817	567.073	0.0170978	582.659	0.0166401	0.172873	571.444	0.00558774	0.00552062
818	567.073	0.0170978	582.705	0.0166345	0.172472	571.511	0.00558469	0.00551391
819	567.073	0.0170978	582.752	0.016629	0.172072	571.578	0.00557802	0.00550721
820	567.073	0.0170978	582.798	0.0166234	0.171672	571.646	0.00557127	0.0055005
821	567.073	0.0170978	582.844	0.0166178	0.171271	571.715	0.00556456	0.00549379
822	567.073	0.0170978	582.891	0.0166122	0.170871	571.784	0.00555785	0.00548709
823	567.073	0.0170978	582.938	0.0166066	0.17047	571.854	0.00555114	0.00548038
824	567.073	0.0170978	582.985	0.016601	0.17007	571.924	0.00554444	0.00547367
825	567.073	0.0170978	583.032	0.0165954	0.16967	571.994	0.00553774	0.00546697
826	567.073	0.0170978	583.079	0.0165898	0.169269	572.066	0.00553105	0.00546026
827	567.073	0.0170978	583.126	0.0165841	0.168869	572.137	0.00552438	0.00545355
828	567.073	0.0170978	583.173	0.0165785	0.168468	572.209	0.00551772	0.00544685
829	567.073	0.0170978	583.221	0.0165728	0.168068	572.281	0.00551108	0.00544014
830	567.073	0.0170978	583.269	0.0165672	0.167668	572.353	0.00550446	0.00543343
831	567.073	0.0170978	583.317	0.0165615	0.167267	572.426	0.00549785	0.00542673
832	567.073	0.0170978	583.365	0.0165558	0.166867	572.499	0.00549125	0.00542002
833	567.073	0.0170978	583.413	0.0165501	0.166466	572.573	0.00548468	0.00541331
834	567.073	0.0170978	583.461	0.0165444	0.166066	572.646	0.00547811	0.00540661
835	567.073	0.0170978	583.51	0.0165387	0.165666	572.72	0.00547157	0.0053999
836	567.073	0.0170978	583.559	0.016533	0.165265	572.794	0.00546503	0.00539319
837	567.073	0.0170978	583.607	0.0165273	0.164865	572.869	0.00545852	0.00538649
838	567.073	0.0170978	583.656	0.0165216	0.164464	572.943	0.0054519	0.00537978
839	567.073	0.0170978	583.705	0.0165158	0.164064	573.018	0.00544532	0.00537307
840	567.073	0.0170978	583.755	0.0165101	0.163664	573.093	0.00543884	0.00536637
841	567.073	0.0170978	583.804	0.0165043	0.163263	573.168	0.00543246	0.00535966
842	567.073	0.0170978	583.854	0.0164986	0.162863	573.244	0.00542617	0.00535295
843	567.073	0.0170978	583.903	0.0164928	0.162462	573.319	0.00541998	0.00534625
844	567.073	0.0170978	583.953	0.016487	0.162062	573.395	0.00541388	0.00533954
845	567.073	0.0170978	584.003	0.0164812	0.161662	573.471	0.0054077	0.00533283
846	567.073	0.0170978	584.054	0.0164754	0.161261	573.548	0.00540135	0.00532613
847	567.073	0.0170978	584.104	0.0164696	0.160861	573.624	0.005395	0.00531942
848	567.073	0.0170978	584.155	0.0164638	0.16046	573.704	0.00538816	0.00531271
849	567.073	0.0170978	584.205	0.0164579	0.16006	573.783	0.00538128	0.00530601
850	567.073	0.0170978	584.256	0.0164521	0.15966	573.861	0.00537491	0.0052993
851	567.073	0.0170978	584.307	0.0164464	0.159259	573.938	0.00536859	0.00529259
852	567.073	0.0170978	584.358	0.0164405	0.158859	574.016	0.00536226	0.00528589
853	567.073	0.0170978	584.41	0.0164347	0.158458	574.095	0.00535594	0.00527918
854	567.073	0.0170978	584.461	0.0164288	0.158058	574.175	0.00534956	0.00527247
855	567.073	0.0170978	584.513	0.0164229	0.157658	574.199	0.00534719	0.00526577
856	567.073	0.0170978	584.565	0.016417	0.157257	574.264	0.00534169	0.00525906
857	567.073	0.0170978	584.617	0.0164111	0.156857	574.345	0.00533641	0.00525235
858	567.073	0.0170978	584.669	0.0164052	0.156456	574.426	0.00532998	0.00524565
859	567.073	0.0170978	584.721	0.0163993	0.156056	574.507	0.00532355	0.00523894
860	567.073	0.0170978	584.774	0.0163933	0.155656	574.59	0.0053171	0.00523223
861	567.073	0.0170978	584.827	0.0163874	0.155255	574.725	0.00530609	0.00522553
861	567.073	0.0170978	584.827	0.0163874	0.155255	574.905	0.00529605	0.00522353
861	567.073	0.0170978	584.827	0.0163874	0.155255	574.995	0.00528605	0.00522353
861	567.073	0.0170978	584.827	0.0163874	0.155255	575.125	0.00526506	0.00522153
863	567.073	0.0170978	584.933	0.0163755	0.154454	575.382	0.00524874	0.00521211
864	567.073	0.0170978	584.986	0.0163695	0.154054	575.404	0.005245	0.00520541
865	567.073	0.0170978	585.039	0.0163635	0.153654	575.447	0.00524087	0.0051987
866	567.073	0.0170978	585.093	0.0163575	0.153253	575.517	0.00523547	0.00519199
867	567.073	0.0170978	585.147	0.0163515	0.152853	575.574	0.00523244	0.00518529
868	567.073	0.0170978	585.201	0.0163455	0.152452	575.636	0.00522904	0.00517858
869	567.073	0.0170978	585.255	0.0163395	0.152052	575.698	0.00522341	0.00517187
870	567.073	0.0170978	585.309	0.0163334	0.151652	575.852	0.00520957	0.00516517
871	567.073	0.0170978	585.364	0.0163274	0.151251	575.881	0.00521824	0.00515846
872	567.073	0.0170978	585.418	0.0163213	0.150851	575.944	0.0052153	0.00515175
873	567.073	0.0170978	585.473	0.0163153	0.15045	576.013	0.00521177	0.00514505
874	567.073	0.0170978	585.528	0.0163092	0.15005	576.085	0.00520968	0.00513834
875	567.073	0.0170978	585.583	0.0163031	0.14965	576.158	0.00520864	0.00513163
876	567.073	0.0170978	585.639	0.016298	0.149249	576.236	0.0052044	0.00512492
877	567.073	0.0170978	585.694	0.0162952	0.148849	576.316	0.00519908	0.00511822
878	567.073	0.0170978	585.75	0.0162924	0.148448	576.399	0.00519365	0.00511151
879	567.073	0.0170978	585.806	0.0162896	0.148048	576.484	0.00517999	0.0051048
880	567.073	0.0170978	585.862	0.0162868	0.147648	576.565	0.00518578	0.0050981
881	567.073	0.0170978	585.919	0.0162838	0.147247	576.648	0.00517877	0.00509139
882	567.073	0.0170978	585.975	0.0162776	0.146847	576.732	0.00517189	0.00508468
883	567.073	0.0170978	586.032	0.0162715	0.146446	576.823	0.00516639	0.00507798
884	567.073	0.0170978	586.088	0.0162724	0.146046	576.915	0.00515969	0.00507127
885	567.073	0.0170978	586.146	0.0162663	0.145646	577.008	0.00515299	0.00506456
886	567.073	0.0170978	586.203	0.0162601	0.145245	577.105	0.00514618	0.00505786
887	567.073	0.0170978	586.26	0.0162539	0.144845	577.201	0.00513938	0.00505115
888	567.073	0.0170978	586.318	0.0162477	0.144444	577.299	0.0051326	0.00504444
889	567.073	0.0170978	586.376	0.0162415	0.144044	577.396	0.00512583	0.00503774
890	567.073	0.0170978	586.434	0.0162353	0.143644	577.495	0.00511907	0.00503103
891	567.073	0.0170978	586.492	0.0162291	0.143243	577.594	0.00511232	0.00502432
892	567.073	0.0170978	586.551	0.0162229	0.142843	577.693	0.00510557	0.00501762
893	567.073	0.0170978	586.61	0.0162166	0.142442	577.793	0.00509883	0.00501091
894	567.073	0.0170978	586.669	0.0162104	0.142042	577.893	0.0050921	0.0050042
895	567.073	0.0170978	586.728	0.0162041	0.141642	577.993	0.00508537	0.0049975
896	567.073	0.0170978	586.787	0.0161978	0.141241	578.094	0.00507864	0.00499079
897	567.073	0.0170978	586.847	0.0161915	0.140841	578.196	0.00507192	0.00498408
898	567.073	0.0170978	586.906	0.0161852	0.14044	578.298	0.0050652	0.00497738
899	567.073	0.0170978	586.966	0.0161789	0.14004	578.4	0.00505848	0.00497067
900	567.073	0.0170978	587.027	0.0161726	0.13964	578.503	0.00505176	0.00496396
901	567.073	0.0170978	587.087	0.0161662	0.139239	578.606	0.00504505	0.00495726
902	567.073	0.0170978	587.148	0.0161599	0.138839	578.709	0.00503833	0.00495055
903	567.073	0.0170978	587.208	0.0161535	0.138438	578.813	0.00503162	0.00494384
904	567.073	0.0170978	587.27	0.0161471	0.138038	578.917	0.00502491	0.00493714
905	567.073	0.0170978	587.331	0.0161408	0.137638	579.022	0.0050182	0.00493043
906	567.073	0.0170978	587.392	0.0161344	0.137237	579.127	0.0050115	0.00492372
907	567.073	0.0170978	587.454	0.0161279	0.136837	579.233	0.00500479	0.00491702
908	567.073	0.0170978	587.516	0.0161215	0.136436	579.339	0.00499809	0.00491031
909	567.073	0.0170978	587.578	0.0161151	0.136036	579.445	0.00499138	0.0049036
910	567.073	0.0170978	587.64	0.0161086	0.135636	579.552	0.00498468	0.0048969
911	567.073	0.0170978	587.703	0.0161022	0.135235	579.659	0.00497797	0.00489019
912	567.073	0.0170978	587.766	0.0160957	0.134835	579.767	0.00497127	0.00488348
913	567.073	0.0170978	587.829	0.0160892	0.134434	579.879	0.00496444	0.00487678
914	567.073	0.0170978	587.892	0.0160827	0.134034	579.987	0.00495774	0.00487007
915	567.073	0.0170978	587.956	0.0160762	0.133634	580.096	0.00495103	0.00486336
916	567.073	0.0170978	588.02	0.0160696	0.133233	580.206	0.00494433	0.00485666
917	567.073	0.0170978	588.084	0.0160631	0.132833	580.315	0.00493762	0.00484995
918	567.073	0.0170978	588.148	0.0160565	0.132432	580.425	0.00493091	0.00484324
919	567.073	0.0170978	588.212	0.01605	0.132032	580.536	0.00492421	0.00483654
920	567.073	0.0170978	588.277	0.0160434	0.131632	580.647	0.0049175	0.00482983
921	567.073	0.0170978	588.342	0.0160368	0.131231	580.758	0.0049108	0.00482312
922	567.073	0.0170978	588.407	0.0160302	0.130831	580.87	0.00490409	0.00481642
923	567.073	0.0170978	588.473	0.0160236	0.13043	580.982	0.00489738	0.00480971
924	567.073	0.0170978	588.538	0.0160169	0.13003	581.094	0.00489075	0.004803
925	567.073	0.0170978	588.604	0.0160103	0.12963	581.207	0.00488404	0.0047963
926	567.073	0.0170978	588.67	0.0160036	0.129229	581.32	0.00487734	0.00478959
927	567.073	0.0170978	588.737	0.0159969	0.128829	581.434	0.00487063	0.00478288
928	567.073	0.0170978	588.803	0.0159902	0.128428	581.548	0.00486393	0.00477618
929	567.073	0.0170978	588.87	0.0159835	0.128028	581.663	0.00485722	0.00476947
930	567.073	0.0170978	588.938	0.0159768	0.127628	581.778	0.00485052	0.00476276
931	567.073	0.0170978	589.005	0.0159701	0.127227	581.893	0.00484381	0.00475606
932	567.073	0.0170978	589.073	0.0159633	0.126827	582.009	0.00483711	0.00474935
933	567.073	0.0170978	589.141	0.0159566	0.126426	582.126	0.0048304	0.00474264
934	567.073	0.0170978	589.209	0.0159498	0.126026	582.242	0.0048237	0.00473594
935	567.073	0.0170978	589.277	0.015943	0.125626	582.359	0.00481699	0.00472923
936	567.073	0.0170978	589.346	0.0159362	0.125225	582.477	0.00481029	0.00472252
937	567.073	0.0170978	589.415	0.0159294	0.124825	582.595	0.00480358	0.00471582
938	567.073	0.0170978	589.484	0.0159225	0.124424	582.713	0.00479688	0.00470911
939	567.073	0.0170978	589.554	0.0159157	0.124024	582.832	0.00479017	0.0047024
940	567.073	0.0170978	589.624	0.0159119	0.123624	582.951	0.00478347	0.0046957
941	567.073	0.0170978	589.694	0.0159057	0.123223	583.071	0.00477676	0.00468899
942	567.073	0.0170978	589.764	0.0158988	0.122823	583.191	0.00477006	0.00468228
943	567.073	0.0170978	589.835	0.0158919	0.122422	583.311	0.00476335	0.00467558
944	567.073	0.0170978	589.906	0.0158849	0.122022	583.432	0.00475665	0.00466887
945	567.073	0.0170978	589.977	0.015878	0.121622	583.553	0.00474994	0.00466216
946	567.073	0.0170978	590.048	0.015871	0.121221	583.675	0.00474324	0.00465546
947	567.073	0.0170978	590.12	0.0158641	0.120821	583.797	0.00473653	0.00464875
948	567.073	0.0170978	590.192	0.0158571	0.12042	583.919	0.00472983	0.00464204
949	567.073	0.0170978	590.264	0.0158501	0.12002	584.042	0.00472312	0.00463534
950	567.073	0.0170978	590.337	0.0158431	0.11962	584.166	0.00471642	0.00462863
951	567.073	0.0170978	590.41	0.015836	0.119219	584.289	0.00470971	0.00462192
952	567.073	0.0170978	590.483	0.015829	0.118819	584.413	0.00470301	0.00461522
953	567.073	0.0170978	590.556	0.0158219	0.118418	584.538	0.0046963	0.00460851
954	567.073	0.0170978	590.63	0.0158148	0.118018	584.663	0.0046896	0.0046018
955	567.073	0.0170978	590.704	0.0158077	0.117618	584.788	0.0046829	0.0045951
956	567.073	0.0170978	590.779	0.0158006	0.117217	584.914	0.00467619	0.00458839
957	567.073	0.0170978	590.853	0.0157935	0.116817	585.04	0.00466949	0.00458168
958	567.073	0.0170978	590.928	0.0157863	0.116416	585.167	0.00466278	0.00457497
959	567.073	0.0170978	591.004	0.0157792	0.116016	585.294	0.00465608	0.00456827
960	567.073	0.0170978	591.079	0.015772	0.115616	585.421	0.00464937	0.00456156
961	567.073	0.0170978	591.155	0.0157648	0.115215	585.549	0.00464267	0.00455485
962	567.073	0.0170978	591.231	0.0157576	0.114815	585.677	0.00463596	0.00454815
963	567.073	0.0170978	591.308	0.0157503	0.114414	585.806	0.00462926	0.00454144
964	567.073	0.0170978	591.385	0.0157431	0.114014	585.935	0.00462255	0.00453473
965	567.073	0.0170978	591.462	0.0157358	0.113614	586.065	0.00461585	0.00452803
966	567.073	0.0170978	591.539	0.0157285	0.113213	586.195	0.00460914	0.00452132
967	567.073	0.0170978	591.617	0.0157212	0.112813	586.325	0.00460244	0.00451461
968	567.073	0.0170978	591.695	0.0157139	0.112412	586.456	0.00459573	0.00450791
969	567.073	0.0170978	591.774	0.0157065	0.112012	586.587	0.00458903	0.0045012
